jurisdiction,issuing_body,source_collection,document_title,document_type,file_format,page_count,source_url,retrieval_date,sha256,notes,license_tier,license_name,license_url,attribution_required,confidence_level,caveats,needs_legal_review,applies_per_doc_review
EU,European Securities and Markets Authority (ESMA),ESMA-Consultations,CP Qualification CAs as FIs MiCA,Consultation Response,PDF,39,,2026-05-24,bf54ef7f11d78e53ed4643c40df4cfbc83d60a5855a4439049d7a01fdb9a2251,title:filename; type:header,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Consultations,CP Reverse Solicitation MiCA,Consultation Response,PDF,21,,2026-05-24,202a5ec83c5f668f3bc99acaff7d274e0c843efead94649ec0ca25e57cb1a036,title:filename; type:header,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Consultations,FinalReport MiCA CP2,Consultation Paper,PDF,422,,2026-05-24,a7dacedbb913f57b16acc0720e5b1f6a86afbb697838f11c3f94dffc6791f2b0,title:filename; type:body-default,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Consultations,PeerReview CASP Authorisation Malta 2025,Consultation Paper,PDF,9,,2026-05-24,f986202f3585c3b30b0a1e9f4ef05ae8b1836c60f8ec7e593cd5f0c194b3e5a8,title:filename; type:body-default,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Consultations,SMSG Advice MiCA Package3,Consultation Paper,PDF,9,,2026-05-24,355ea6833f5f82ff85bef597ef8989b3afa837f86e8af7b7a15863bc95a7c69d,title:filename; type:body-default,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Consultations,Statement Implementation MiCA 2025-11,Consultation Paper,PDF,5,,2026-05-24,19f3cc68f4f9e8781cbe62642bec7ff3ba7581639321ba537c58f25e378059bb,title:filename; type:body-default,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,FinalReport Investor Protection Mandates MiCA,Final Report,PDF,81,,2026-05-24,95ba00dc939ad061f78f0e99b17aed8cf46df2c784b97f7c4907a6ff09afa99f,title:filename; type:header,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,FinalReport Knowledge and Competence MiCA,Final Report,PDF,42,,2026-05-24,f9082873c5d9ba9d18cd46e9339d4915658178b5052f142f9cf43715fe9268d3,title:filename; type:header,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,FinalReport Market Abuse Guidelines MiCA,Final Report,PDF,23,,2026-05-24,a0d157539d5c8040029408409864f67915a710b1ffce750bc6c48954a1d28727,title:filename; type:header,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,FinalReport MiCA Cooperation Technical Standards,Final Report,PDF,69,,2026-05-24,363e42358ddfaad97a70fbdc4417c89add893c30262eadb9d792ebfc7378978d,title:filename; type:header,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,FinalReport Qualification CAs as FIs MiCA,Final Report,PDF,49,,2026-05-24,a627fc60407d5697f3e101249c2d19b89b0a2be661a95cbb3ec3f21fdb43ff56,title:filename; type:header,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,FinalReport Reverse Solicitation MiCA,Final Report,PDF,49,,2026-05-24,25cbbd878a1b21d31b353e520849de0616763b2cc11eacf9c0381c5cd94bf6fe,title:filename; type:header,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,FinalReport Technical Standards MiCA 1st Package,Final Report,PDF,153,,2026-05-24,c51ad46265cea4e5053f47198f4e62b7f2aba1700b2a7ddae615df556b8837b8,title:filename; type:header,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,Guidelines Knowledge and Competence MiCA,ESMA Guidelines,PDF,19,,2026-05-24,9d86ffbd9ba303e612bfd5fe114537f2271c9dd4fbe2801c755a8fdddd806674,title:filename; type:body-default,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,Guidelines Market Abuse MiCA,ESMA Guidelines,PDF,14,,2026-05-24,8f4a11d9fbf08bcf68aef89f4b62f05ad647c31b5b604ade457ca418c2135b6c,title:filename; type:body-default,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,Guidelines Qualification CAs as FIs MiCA,ESMA Guidelines,PDF,21,,2026-05-24,0a8e6ab868de6a5b58450722dc917af1eca8edfcdd72d1854794b0acaf3bbd87,title:filename; type:body-default,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,Guidelines Reverse Solicitation MiCA,ESMA Guidelines,PDF,16,,2026-05-24,e3809bb1f352508e35f31d1fc983d93ad1cd95e23dd9663fa8f58f7b1b133474,title:filename; type:body-default,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Securities and Markets Authority (ESMA),ESMA-Guidelines,Guidelines Suitability and Periodic Statement MiCA,ESMA Guidelines,PDF,35,,2026-05-24,4be6d2488c52718275b941e6652fe76478a6844351d917b14aed4a9c86a7ac9c,title:filename; type:body-default,Tier 1,ESMA Legal Notice — Reproduction authorised with acknowledgement (EU agency reuse policy),https://www.esma.europa.eu/legal-notice,yes — This document has been drafted using material downloaded from ESMA's website,clear,"Source must be acknowledged on every reproduction; Where reproduced material is incorporated in documents that are sold, the publisher must inform buyers that the material may be obtained free of charge through ESMA's website; Transformed/derivative content must carry the statement: 'This document has been drafted using material downloaded from ESMA's website'; Third-party materials embedded in ESMA documents (notably responses to public consultations) are not covered — permission must be obtained from the third-party copyright holder; ESMA name, abbreviation and logo are protected and should not be reproduced; Reproduction must not imply endorsement, contain false information, or infringe third-party rights",FALSE,TRUE
EU,European Parliament and Council of the EU,EUR-Lex,AMLA Regulation EU 2024-1620,EU Regulation,PDF,90,,2026-05-24,3a1785f95cb37b3c446f6766474dd095dc4a1effc29df539298d756945d74e23,title:filename; type:header,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Parliament and Council of the EU,EUR-Lex,AMLD4 Directive EU 2015-849,EU Directive,PDF,45,,2026-05-24,ca7a00f67b54dbaf579abeee4ca1f55c02175890a724b45f67db6b19f0f2b803,title:filename; type:header,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Parliament and Council of the EU,EUR-Lex,AMLD5 Directive EU 2018-843,EU Directive,PDF,32,,2026-05-24,929adc587188c30802f9f6d56b8a6793dc9fff305f3b84d2f93b13b2cafa6d0d,title:filename; type:header,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Parliament and Council of the EU,EUR-Lex,AMLD6 Directive EU 2024-1640,EU Directive,PDF,94,,2026-05-24,df546f2364aaf9e2fc5e718ff47e6ccca6b553a83d21969483cb28f6e9cfbb6a,title:filename; type:header,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Parliament and Council of the EU,EUR-Lex,AMLR Regulation EU 2024-1624,EU Regulation,PDF,111,,2026-05-24,c4024f4c4c1616cc729ed4ec4333274d711324efa9750d3d531bf90770ed8eb6,title:filename; type:header,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Union,EUR-Lex,DAC8 Directive EU 2023-2226,EU Directive,PDF,38,,2026-05-24,c0300673081f7232d7b62c55e00b8bec47ec4027106679f158125a991cfb550e,title:filename; type:header,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Parliament and Council of the EU,EUR-Lex,DORA Regulation EU 2022-2554,EU Regulation,PDF,79,,2026-05-24,85307f9e2a0409826dd0f54489645935816d16e929f0db4db3ef15badd11d38c,title:filename; type:header,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Union,EUR-Lex,EMD2 Directive EU 2009-110,EU Directive,PDF,11,,2026-05-24,6bbad50f6b09cc9d81db14886bb4b986265cf8e3d4e1f20ab8068ca8b45521f6,title:filename; type:filename,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Parliament and Council of the EU,EUR-Lex,GDPR Regulation EU 2016-679,EU Regulation,PDF,88,,2026-05-24,bd84e63f5b622b739a83389afc3b30d240f792bb88d8eb03a816c9a82b0c2499,title:filename; type:header,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Parliament and Council of the EU,EUR-Lex,MAR Market Abuse Regulation EU 596-2014,EU Regulation,PDF,61,,2026-05-24,5cc4a27bc578287ae4708a28b455481177a1d7f42729d07c21dca086062f5a74,title:filename; type:filename,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Parliament and Council of the EU,EUR-Lex,MiCA Regulation EU 2023-1114,EU Regulation,PDF,166,,2026-05-24,491a2f0014d56ffb33289f91229d21fae3bc783457eedeff0c48f06dbb06d731,title:filename; type:header,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Union,EUR-Lex,MiFID2 Directive EU 2014-65,EU Directive,PDF,148,,2026-05-24,28dfda0f6a6539b664f823d42041f6bc2a989734d065b9cce0257a991c1a6338,title:filename; type:header,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
EU,European Parliament and Council of the EU,EUR-Lex,NIS2 Directive EU 2022-2555,EU Directive,PDF,73,,2026-05-24,20d29e9c5300ae1095530996f04731311bf82bb7d4d6a7a0102cd0f075755cf3,title:filename; type:header,Tier 1,"EU Commission Decision 2011/833/EU (legal documents) + CC BY 4.0 (editorial content, summaries, consolidated texts) + CC0 1.0 (metadata)",https://eur-lex.europa.eu/content/legal-notice/legal-notice.html,"yes — © European Union, 1998-2026, https://eur-lex.europa.eu/",clear,"Reuse policy does not apply to International Accounting Standards (IAS) and other documents flagged with special conditions in the Official Journal; Logos, trademarks, registered designs, patents and names are excluded from the reuse policy; Use of the EUR-Lex logo requires prior consent of the Publications Office; Third-party works embedded in documents may require separate rights clearance; Only documents published in the Official Journal of the EU are deemed authentic; only 'European Court Reports' versions are official for case-law; CC BY 4.0 attribution required for editorial content/summaries/consolidated texts: acknowledge source and indicate changes",FALSE,TRUE
